Algo: i2aEnvironment: RegularMiniPacmanNoFrameskip-v0
Updates 0, num timesteps 160, FPS 161, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 1.60944, value loss 1.48998, policy loss 1.32176, distill_loss 0.00004, time 0.01648 min
Updates 165980, num timesteps 26556960, FPS 342, mean/median reward 328.6/348.0, min/max reward 79.0/555.0, entropy 0.01716, value loss 42.98499, policy loss 0.05202, distill_loss -326.55292, time 1292.39969 min
Updates 165990, num timesteps 26558560, FPS 342, mean/median reward 325.0/353.0, min/max reward 70.0/555.0, entropy 0.01188, value loss 49.43663, policy loss 0.00065, distill_loss -310.89920, time 1292.50488 min
Updates 166000, num timesteps 26560160, FPS 342, mean/median reward 315.3/343.0, min/max reward 70.0/473.0, entropy 0.01706, value loss 7.28412, policy loss -0.00578, distill_loss -338.61783, time 1292.60591 min
Updates 166010, num timesteps 26561760, FPS 342, mean/median reward 312.4/343.0, min/max reward 70.0/498.0, entropy 0.01653, value loss 4.78173, policy loss -0.00641, distill_loss -328.41858, time 1292.72139 min
Updates 166020, num timesteps 26563360, FPS 342, mean/median reward 305.4/334.0, min/max reward 70.0/498.0, entropy 0.01343, value loss 10.16902, policy loss 0.32280, distill_loss -335.76727, time 1292.82374 min
Updates 166030, num timesteps 26564960, FPS 342, mean/median reward 316.4/347.0, min/max reward 70.0/545.0, entropy 0.00007, value loss 7.02489, policy loss 0.00001, distill_loss -349.73138, time 1292.92695 min
Updates 166040, num timesteps 26566560, FPS 342, mean/median reward 337.1/348.0, min/max reward 70.0/562.0, entropy 0.01339, value loss 4.13575, policy loss -0.05836, distill_loss -325.94659, time 1293.03118 min
Updates 166050, num timesteps 26568160, FPS 342, mean/median reward 333.3/348.0, min/max reward 70.0/562.0, entropy 0.00443, value loss 4.31481, policy loss -0.01278, distill_loss -352.98270, time 1293.13271 min
Updates 166060, num timesteps 26569760, FPS 342, mean/median reward 332.9/353.0, min/max reward 70.0/562.0, entropy 0.00937, value loss 5.23466, policy loss 0.00024, distill_loss -329.87018, time 1293.23865 min
Updates 166070, num timesteps 26571360, FPS 342, mean/median reward 317.9/334.0, min/max reward 70.0/562.0, entropy 0.01624, value loss 7.84101, policy loss 0.00117, distill_loss -325.01080, time 1293.33964 min
Updates 166080, num timesteps 26572960, FPS 342, mean/median reward 326.7/347.0, min/max reward 70.0/562.0, entropy 0.01102, value loss 4.45288, policy loss 0.00956, distill_loss -324.05606, time 1293.44361 min
Updates 166090, num timesteps 26574560, FPS 342, mean/median reward 323.4/317.0, min/max reward 70.0/562.0, entropy 0.00485, value loss 4.99548, policy loss -0.00009, distill_loss -300.33002, time 1293.54779 min
Updates 166100, num timesteps 26576160, FPS 342, mean/median reward 326.3/314.0, min/max reward 110.0/562.0, entropy 0.01331, value loss 3.27531, policy loss 0.01735, distill_loss -324.65735, time 1293.65022 min
Updates 166110, num timesteps 26577760, FPS 342, mean/median reward 347.1/362.0, min/max reward 120.0/562.0, entropy 0.01111, value loss 84.14702, policy loss 0.00648, distill_loss -300.99591, time 1293.77284 min
Updates 166120, num timesteps 26579360, FPS 342, mean/median reward 346.0/362.0, min/max reward 120.0/562.0, entropy 0.01424, value loss 7.56013, policy loss 0.00556, distill_loss -302.07916, time 1293.87772 min
Updates 166130, num timesteps 26580960, FPS 342, mean/median reward 346.0/362.0, min/max reward 120.0/562.0, entropy 0.01516, value loss 22.89042, policy loss 0.00180, distill_loss -358.41608, time 1293.97723 min
Updates 166140, num timesteps 26582560, FPS 342, mean/median reward 346.6/362.0, min/max reward 120.0/562.0, entropy 0.00715, value loss 4.32494, policy loss -0.00808, distill_loss -362.80804, time 1294.07905 min
Updates 166150, num timesteps 26584160, FPS 342, mean/median reward 346.6/362.0, min/max reward 120.0/562.0, entropy 0.00559, value loss 8.44327, policy loss -0.01035, distill_loss -345.04898, time 1294.18540 min
Updates 166160, num timesteps 26585760, FPS 342, mean/median reward 340.5/362.0, min/max reward 120.0/562.0, entropy 0.01216, value loss 12.53187, policy loss 0.00691, distill_loss -364.50256, time 1294.28588 min
Updates 166170, num timesteps 26587360, FPS 342, mean/median reward 339.6/358.0, min/max reward 120.0/562.0, entropy 0.00932, value loss 73.75792, policy loss -0.00686, distill_loss -345.90604, time 1294.39121 min
Updates 166180, num timesteps 26588960, FPS 342, mean/median reward 349.5/362.0, min/max reward 120.0/562.0, entropy 0.02105, value loss 6.90396, policy loss -0.06816, distill_loss -355.77985, time 1294.50149 min
Updates 166190, num timesteps 26590560, FPS 342, mean/median reward 335.2/362.0, min/max reward 2.0/562.0, entropy 0.00989, value loss 4.94358, policy loss 0.00311, distill_loss -316.92734, time 1294.60696 min
Updates 166200, num timesteps 26592160, FPS 342, mean/median reward 338.4/370.0, min/max reward 2.0/554.0, entropy 0.03568, value loss 4.05293, policy loss 0.06289, distill_loss -353.92365, time 1294.71277 min
Updates 166210, num timesteps 26593760, FPS 342, mean/median reward 343.6/386.0, min/max reward 2.0/554.0, entropy 0.01383, value loss 45.78239, policy loss -0.10311, distill_loss -313.02298, time 1294.83219 min
Updates 166220, num timesteps 26595360, FPS 342, mean/median reward 347.9/386.0, min/max reward 2.0/689.0, entropy 0.01256, value loss 11.72833, policy loss 0.00150, distill_loss -331.12567, time 1294.93394 min
Updates 166230, num timesteps 26596960, FPS 342, mean/median reward 350.5/391.0, min/max reward 2.0/689.0, entropy 0.00455, value loss 20.55401, policy loss 0.00008, distill_loss -320.33481, time 1295.03522 min
Updates 166240, num timesteps 26598560, FPS 342, mean/median reward 345.7/396.0, min/max reward 2.0/689.0, entropy 0.02377, value loss 4.05072, policy loss -0.00788, distill_loss -305.58575, time 1295.13664 min
Updates 166250, num timesteps 26600160, FPS 342, mean/median reward 351.1/392.0, min/max reward 2.0/689.0, entropy 0.02944, value loss 28.15414, policy loss -0.04386, distill_loss -318.43036, time 1295.23835 min
Updates 166260, num timesteps 26601760, FPS 342, mean/median reward 334.5/391.0, min/max reward 2.0/689.0, entropy 0.00629, value loss 10.27099, policy loss -0.03482, distill_loss -322.55011, time 1295.34191 min
Updates 166270, num timesteps 26603360, FPS 342, mean/median reward 337.4/391.0, min/max reward 2.0/689.0, entropy 0.00623, value loss 10.32601, policy loss 0.00102, distill_loss -281.93253, time 1295.44827 min
Updates 166280, num timesteps 26604960, FPS 342, mean/median reward 338.6/391.0, min/max reward 2.0/689.0, entropy 0.01470, value loss 7.11821, policy loss 0.03807, distill_loss -291.33728, time 1295.54851 min
Updates 166290, num timesteps 26606560, FPS 342, mean/median reward 346.0/391.0, min/max reward 2.0/689.0, entropy 0.03525, value loss 4.93132, policy loss 0.10971, distill_loss -263.91669, time 1295.65415 min
Updates 166300, num timesteps 26608160, FPS 342, mean/median reward 338.2/370.0, min/max reward 2.0/689.0, entropy 0.04016, value loss 11.74672, policy loss -0.11139, distill_loss -279.76556, time 1295.75786 min
Updates 166310, num timesteps 26609760, FPS 342, mean/median reward 329.0/362.0, min/max reward 2.0/682.0, entropy 0.01210, value loss 60.34504, policy loss -0.00067, distill_loss -294.38525, time 1295.87766 min
Updates 166320, num timesteps 26611360, FPS 342, mean/median reward 340.0/370.0, min/max reward 29.0/682.0, entropy 0.01220, value loss 6.51949, policy loss -0.01431, distill_loss -309.66196, time 1295.97884 min
Updates 166330, num timesteps 26612960, FPS 342, mean/median reward 332.4/362.0, min/max reward 29.0/682.0, entropy 0.00946, value loss 38.13936, policy loss -0.05467, distill_loss -318.56677, time 1296.08148 min
Updates 166340, num timesteps 26614560, FPS 342, mean/median reward 322.7/341.0, min/max reward 29.0/682.0, entropy 0.01168, value loss 54.77702, policy loss -0.01105, distill_loss -313.70883, time 1296.18387 min
Updates 166350, num timesteps 26616160, FPS 342, mean/median reward 329.5/349.0, min/max reward 29.0/682.0, entropy 0.01389, value loss 33.31011, policy loss -0.02332, distill_loss -323.31628, time 1296.28552 min
Updates 166360, num timesteps 26617760, FPS 342, mean/median reward 317.5/331.0, min/max reward 29.0/682.0, entropy 0.00227, value loss 7.55221, policy loss -0.00073, distill_loss -330.45615, time 1296.38718 min
Updates 166370, num timesteps 26619360, FPS 342, mean/median reward 317.5/331.0, min/max reward 29.0/682.0, entropy 0.00434, value loss 14.61080, policy loss -0.00034, distill_loss -304.67389, time 1296.48658 min
Updates 166380, num timesteps 26620960, FPS 342, mean/median reward 314.6/322.0, min/max reward 29.0/682.0, entropy 0.00582, value loss 11.05685, policy loss -0.00250, distill_loss -307.71988, time 1296.58651 min
Updates 166390, num timesteps 26622560, FPS 342, mean/median reward 306.8/322.0, min/max reward 51.0/682.0, entropy 0.02037, value loss 74.33309, policy loss -0.02641, distill_loss -302.54797, time 1296.69014 min
Updates 166400, num timesteps 26624160, FPS 342, mean/median reward 311.9/322.0, min/max reward 51.0/682.0, entropy 0.00662, value loss 15.37949, policy loss 0.01628, distill_loss -316.79068, time 1296.79215 min
Updates 166410, num timesteps 26625760, FPS 342, mean/median reward 322.7/331.0, min/max reward 51.0/682.0, entropy 0.00521, value loss 5.47958, policy loss -0.01293, distill_loss -339.11069, time 1296.90871 min
Updates 166420, num timesteps 26627360, FPS 342, mean/median reward 327.9/335.0, min/max reward 51.0/682.0, entropy 0.00016, value loss 51.63390, policy loss -0.00003, distill_loss -359.29510, time 1297.01077 min
Updates 166430, num timesteps 26628960, FPS 342, mean/median reward 338.9/342.0, min/max reward 51.0/682.0, entropy 0.00682, value loss 4.63714, policy loss 0.00323, distill_loss -351.53033, time 1297.11188 min
Updates 166440, num timesteps 26630560, FPS 342, mean/median reward 342.7/349.0, min/max reward 51.0/562.0, entropy 0.01151, value loss 69.68900, policy loss 0.00924, distill_loss -349.95859, time 1297.21177 min
Updates 166450, num timesteps 26632160, FPS 342, mean/median reward 329.7/349.0, min/max reward 9.0/562.0, entropy 0.00151, value loss 6.76384, policy loss 0.00040, distill_loss -341.91229, time 1297.31170 min
Updates 166460, num timesteps 26633760, FPS 342, mean/median reward 328.8/358.0, min/max reward 9.0/562.0, entropy 0.01235, value loss 3.17424, policy loss -0.00431, distill_loss -310.29413, time 1297.41122 min
Updates 166470, num timesteps 26635360, FPS 342, mean/median reward 343.5/365.0, min/max reward 9.0/679.0, entropy 0.02244, value loss 29.03087, policy loss -0.32529, distill_loss -244.51933, time 1297.51215 min
Updates 166480, num timesteps 26636960, FPS 342, mean/median reward 332.0/358.0, min/max reward 9.0/679.0, entropy 0.02590, value loss 10.53273, policy loss -0.09533, distill_loss -262.01913, time 1297.61335 min
Updates 166490, num timesteps 26638560, FPS 342, mean/median reward 328.5/349.0, min/max reward 9.0/679.0, entropy 0.01791, value loss 9.66758, policy loss -0.01130, distill_loss -294.94308, time 1297.71238 min
Updates 166500, num timesteps 26640160, FPS 342, mean/median reward 329.9/349.0, min/max reward 9.0/679.0, entropy 0.03758, value loss 12.63543, policy loss -0.01661, distill_loss -295.26666, time 1297.81412 min
Updates 166510, num timesteps 26641760, FPS 342, mean/median reward 344.1/358.0, min/max reward 9.0/679.0, entropy 0.01487, value loss 24.62411, policy loss -0.01878, distill_loss -344.08759, time 1297.92990 min
Updates 166520, num timesteps 26643360, FPS 342, mean/median reward 359.2/370.0, min/max reward 9.0/679.0, entropy 0.01208, value loss 3.01647, policy loss -0.00760, distill_loss -351.49072, time 1298.03128 min
Updates 166530, num timesteps 26644960, FPS 342, mean/median reward 360.4/365.0, min/max reward 9.0/679.0, entropy 0.01187, value loss 5.73390, policy loss -0.00881, distill_loss -315.54205, time 1298.13658 min
Updates 166540, num timesteps 26646560, FPS 342, mean/median reward 360.4/365.0, min/max reward 9.0/679.0, entropy 0.01604, value loss 7.87779, policy loss -0.03623, distill_loss -280.37268, time 1298.23984 min
Updates 166550, num timesteps 26648160, FPS 342, mean/median reward 362.9/370.0, min/max reward 9.0/679.0, entropy 0.01262, value loss 218.04216, policy loss -0.00602, distill_loss -366.09479, time 1298.34306 min
Updates 166560, num timesteps 26649760, FPS 342, mean/median reward 363.4/344.0, min/max reward 9.0/679.0, entropy 0.00601, value loss 3.92137, policy loss 0.00320, distill_loss -362.34979, time 1298.44622 min
Updates 166570, num timesteps 26651360, FPS 342, mean/median reward 351.9/330.0, min/max reward 9.0/566.0, entropy 0.02376, value loss 3.37477, policy loss -0.00597, distill_loss -323.39035, time 1298.55032 min
Updates 166580, num timesteps 26652960, FPS 342, mean/median reward 383.2/356.0, min/max reward 33.0/651.0, entropy 0.00978, value loss 54.19463, policy loss -0.01561, distill_loss -292.85004, time 1298.65258 min
Updates 166590, num timesteps 26654560, FPS 342, mean/median reward 371.5/356.0, min/max reward 33.0/651.0, entropy 0.01656, value loss 4.85933, policy loss -0.01550, distill_loss -329.94943, time 1298.75575 min
Updates 166600, num timesteps 26656160, FPS 342, mean/median reward 321.6/321.0, min/max reward 11.0/651.0, entropy 0.00596, value loss 125.30139, policy loss -0.01036, distill_loss -325.12442, time 1298.85724 min
Updates 166610, num timesteps 26657760, FPS 342, mean/median reward 322.8/321.0, min/max reward 11.0/651.0, entropy 0.00548, value loss 7.38555, policy loss 0.00662, distill_loss -319.17725, time 1298.97239 min
Updates 166620, num timesteps 26659360, FPS 342, mean/median reward 308.9/313.0, min/max reward 11.0/651.0, entropy 0.01409, value loss 6.25135, policy loss -0.04277, distill_loss -315.65738, time 1299.07165 min
Updates 166630, num timesteps 26660960, FPS 342, mean/median reward 297.3/300.0, min/max reward 11.0/651.0, entropy 0.01276, value loss 5.28964, policy loss -0.01629, distill_loss -317.26703, time 1299.17168 min
Updates 166640, num timesteps 26662560, FPS 342, mean/median reward 302.9/303.0, min/max reward 11.0/651.0, entropy 0.01504, value loss 10.42683, policy loss 0.03158, distill_loss -366.30338, time 1299.27234 min
Updates 166650, num timesteps 26664160, FPS 342, mean/median reward 296.2/303.0, min/max reward 11.0/651.0, entropy 0.00771, value loss 10.02323, policy loss 0.00441, distill_loss -383.96478, time 1299.37180 min
Updates 166660, num timesteps 26665760, FPS 342, mean/median reward 308.9/321.0, min/max reward 11.0/651.0, entropy 0.00884, value loss 9.89617, policy loss -0.02970, distill_loss -335.50778, time 1299.47141 min
Updates 166670, num timesteps 26667360, FPS 342, mean/median reward 313.4/338.0, min/max reward 11.0/651.0, entropy 0.01315, value loss 4.90524, policy loss -0.00227, distill_loss -326.32715, time 1299.57236 min
Updates 166680, num timesteps 26668960, FPS 341, mean/median reward 318.7/338.0, min/max reward 11.0/651.0, entropy 0.01260, value loss 8.85840, policy loss 0.00602, distill_loss -341.76691, time 1299.67199 min
Updates 166690, num timesteps 26670560, FPS 341, mean/median reward 311.7/338.0, min/max reward 30.0/651.0, entropy 0.01587, value loss 8.13188, policy loss 0.06435, distill_loss -299.04800, time 1299.77168 min
Updates 166700, num timesteps 26672160, FPS 341, mean/median reward 313.6/338.0, min/max reward 30.0/566.0, entropy 0.01705, value loss 7.21240, policy loss -0.01009, distill_loss -316.38251, time 1299.87257 min
Updates 166710, num timesteps 26673760, FPS 341, mean/median reward 288.9/321.0, min/max reward 30.0/542.0, entropy 0.00808, value loss 34.40945, policy loss 0.02795, distill_loss -304.71136, time 1299.98727 min
Updates 166720, num timesteps 26675360, FPS 341, mean/median reward 277.3/278.0, min/max reward 30.0/542.0, entropy 0.00359, value loss 9.16421, policy loss 0.00308, distill_loss -302.38275, time 1300.08725 min
Updates 166730, num timesteps 26676960, FPS 341, mean/median reward 279.6/278.0, min/max reward 25.0/544.0, entropy 0.01036, value loss 3.84175, policy loss 0.01740, distill_loss -285.68732, time 1300.18760 min
