Algo: i2aEnvironment: HuntMiniPacmanNoFrameskip-v0
Updates 0, num timesteps 2560, FPS 522, mean/median reward -12.2/-20.0, min/max reward -40.0/0.0, entropy 1.60944, value loss 122.28074, policy loss -9.80785, distill_loss -0.00014, time 0.08172 min
Updates 29550, num timesteps 75650560, FPS 793, mean/median reward 0.9/2.0, min/max reward -20.0/14.0, entropy 1.08037, value loss 0.48406, policy loss 0.03800, distill_loss -3.53890, time 1588.01226 min
Updates 29560, num timesteps 75676160, FPS 793, mean/median reward 1.2/2.0, min/max reward -20.0/14.0, entropy 1.10678, value loss 1.45624, policy loss -0.14128, distill_loss -3.56902, time 1588.53934 min
Updates 29570, num timesteps 75701760, FPS 793, mean/median reward 1.7/2.0, min/max reward -20.0/14.0, entropy 1.07551, value loss 0.34068, policy loss -0.00160, distill_loss -3.75645, time 1589.06703 min
Updates 29580, num timesteps 75727360, FPS 793, mean/median reward 1.4/2.0, min/max reward -20.0/14.0, entropy 1.06723, value loss 0.00951, policy loss -0.01177, distill_loss -3.28809, time 1589.59193 min
Updates 29590, num timesteps 75752960, FPS 793, mean/median reward 0.6/2.0, min/max reward -20.0/14.0, entropy 1.06578, value loss 1.57250, policy loss -0.10399, distill_loss -3.65933, time 1590.12193 min
Updates 29600, num timesteps 75778560, FPS 793, mean/median reward 0.8/2.0, min/max reward -20.0/14.0, entropy 1.09039, value loss 0.00296, policy loss 0.00617, distill_loss -3.63959, time 1590.64992 min
Updates 29610, num timesteps 75804160, FPS 794, mean/median reward 0.9/2.0, min/max reward -20.0/14.0, entropy 1.08929, value loss 0.05308, policy loss -0.01662, distill_loss -3.54343, time 1591.17450 min
Updates 29620, num timesteps 75829760, FPS 794, mean/median reward 0.5/2.0, min/max reward -20.0/14.0, entropy 1.08889, value loss 0.42701, policy loss 0.04520, distill_loss -3.90795, time 1591.70068 min
Updates 29630, num timesteps 75855360, FPS 794, mean/median reward 1.1/2.0, min/max reward -20.0/14.0, entropy 1.06600, value loss 1.21225, policy loss 0.09984, distill_loss -4.06167, time 1592.22730 min
Updates 29640, num timesteps 75880960, FPS 794, mean/median reward 0.9/2.0, min/max reward -20.0/14.0, entropy 1.14371, value loss 0.00481, policy loss -0.01927, distill_loss -3.62657, time 1592.75240 min
Updates 29650, num timesteps 75906560, FPS 794, mean/median reward 0.4/2.0, min/max reward -20.0/14.0, entropy 1.08535, value loss 0.24896, policy loss 0.01577, distill_loss -3.79198, time 1593.27914 min
Updates 29660, num timesteps 75932160, FPS 794, mean/median reward 0.6/2.0, min/max reward -20.0/14.0, entropy 1.08396, value loss 0.02031, policy loss 0.02025, distill_loss -3.93472, time 1593.80880 min
Updates 29670, num timesteps 75957760, FPS 794, mean/median reward 0.8/2.0, min/max reward -20.0/14.0, entropy 1.10758, value loss 0.11559, policy loss 0.01477, distill_loss -3.70656, time 1594.33527 min
Updates 29680, num timesteps 75983360, FPS 794, mean/median reward 1.2/2.0, min/max reward -20.0/14.0, entropy 1.07728, value loss 0.02668, policy loss 0.01256, distill_loss -4.26313, time 1594.90990 min
Updates 29690, num timesteps 76008960, FPS 794, mean/median reward 1.1/2.0, min/max reward -20.0/14.0, entropy 1.10112, value loss 0.46104, policy loss 0.05028, distill_loss -3.89283, time 1595.43595 min
Updates 29700, num timesteps 76034560, FPS 794, mean/median reward 1.2/2.0, min/max reward -20.0/14.0, entropy 1.09419, value loss 0.00870, policy loss -0.00775, distill_loss -3.60087, time 1595.96541 min
Updates 29710, num timesteps 76060160, FPS 794, mean/median reward 0.8/2.0, min/max reward -20.0/14.0, entropy 1.08287, value loss 0.76752, policy loss 0.06904, distill_loss -4.19164, time 1596.49244 min
Updates 29720, num timesteps 76085760, FPS 794, mean/median reward 0.7/2.0, min/max reward -20.0/14.0, entropy 1.06759, value loss 0.04532, policy loss 0.00943, distill_loss -3.72433, time 1597.01903 min
Updates 29730, num timesteps 76111360, FPS 794, mean/median reward 0.7/2.0, min/max reward -20.0/14.0, entropy 1.09677, value loss 0.01373, policy loss -0.00056, distill_loss -3.50984, time 1597.54641 min
Updates 29740, num timesteps 76136960, FPS 794, mean/median reward 1.0/2.0, min/max reward -20.0/14.0, entropy 1.09127, value loss 0.04321, policy loss -0.00239, distill_loss -3.26971, time 1598.07503 min
Updates 29750, num timesteps 76162560, FPS 794, mean/median reward 0.6/2.0, min/max reward -20.0/14.0, entropy 1.06726, value loss 0.77688, policy loss 0.03745, distill_loss -3.21277, time 1598.60399 min
Updates 29760, num timesteps 76188160, FPS 794, mean/median reward 0.8/2.0, min/max reward -20.0/14.0, entropy 1.08606, value loss 0.24527, policy loss -0.04848, distill_loss -3.24218, time 1599.12676 min
Updates 29770, num timesteps 76213760, FPS 794, mean/median reward 1.4/2.0, min/max reward -20.0/14.0, entropy 1.11500, value loss 0.32141, policy loss 0.00752, distill_loss -2.97123, time 1599.65733 min
Updates 29780, num timesteps 76239360, FPS 794, mean/median reward 1.0/2.0, min/max reward -20.0/14.0, entropy 1.06596, value loss 0.00841, policy loss -0.00696, distill_loss -3.58374, time 1600.18097 min
Updates 29790, num timesteps 76264960, FPS 794, mean/median reward 0.8/2.0, min/max reward -20.0/14.0, entropy 1.09348, value loss 0.02689, policy loss -0.00459, distill_loss -3.27986, time 1600.70860 min
Updates 29800, num timesteps 76290560, FPS 794, mean/median reward 1.0/2.0, min/max reward -20.0/14.0, entropy 1.08090, value loss 0.00496, policy loss -0.00595, distill_loss -3.27021, time 1601.24427 min
Updates 29810, num timesteps 76316160, FPS 794, mean/median reward 1.0/2.0, min/max reward -20.0/14.0, entropy 1.09543, value loss 0.44329, policy loss 0.04269, distill_loss -3.47779, time 1601.77489 min
Updates 29820, num timesteps 76341760, FPS 794, mean/median reward 1.3/2.0, min/max reward -20.0/14.0, entropy 1.08398, value loss 0.02522, policy loss 0.00660, distill_loss -3.57754, time 1602.30334 min
Updates 29830, num timesteps 76367360, FPS 794, mean/median reward 1.2/2.0, min/max reward -20.0/14.0, entropy 1.07894, value loss 0.40369, policy loss 0.05925, distill_loss -3.86685, time 1602.83031 min
Updates 29840, num timesteps 76392960, FPS 794, mean/median reward 0.4/2.0, min/max reward -20.0/14.0, entropy 1.06504, value loss 0.04119, policy loss 0.01956, distill_loss -3.74073, time 1603.35931 min
Updates 29850, num timesteps 76418560, FPS 794, mean/median reward 0.4/2.0, min/max reward -20.0/14.0, entropy 1.12057, value loss 1.51830, policy loss -0.17952, distill_loss -3.80998, time 1603.90716 min
Updates 29860, num timesteps 76444160, FPS 794, mean/median reward 1.1/2.0, min/max reward -20.0/24.0, entropy 1.09206, value loss 0.50165, policy loss 0.04945, distill_loss -3.82333, time 1604.43787 min
Updates 29870, num timesteps 76469760, FPS 794, mean/median reward 0.7/2.0, min/max reward -20.0/24.0, entropy 1.13105, value loss 0.69477, policy loss 0.10682, distill_loss -3.64546, time 1604.96827 min
Updates 29880, num timesteps 76495360, FPS 794, mean/median reward 1.0/2.0, min/max reward -20.0/24.0, entropy 1.07866, value loss 1.45942, policy loss -0.14524, distill_loss -3.43299, time 1605.50282 min
Updates 29890, num timesteps 76520960, FPS 794, mean/median reward 1.1/2.0, min/max reward -20.0/24.0, entropy 1.09409, value loss 0.03944, policy loss 0.02367, distill_loss -3.96658, time 1606.03322 min
Updates 29900, num timesteps 76546560, FPS 794, mean/median reward 1.5/2.0, min/max reward -20.0/24.0, entropy 1.14380, value loss 0.28013, policy loss 0.00028, distill_loss -3.79584, time 1606.56591 min
Updates 29910, num timesteps 76572160, FPS 794, mean/median reward 1.1/2.0, min/max reward -20.0/24.0, entropy 1.08037, value loss 0.50694, policy loss -0.02283, distill_loss -4.03326, time 1607.08990 min
Updates 29920, num timesteps 76597760, FPS 794, mean/median reward 1.0/2.0, min/max reward -20.0/24.0, entropy 1.09789, value loss 0.04071, policy loss 0.02183, distill_loss -4.14516, time 1607.61967 min
Updates 29930, num timesteps 76623360, FPS 794, mean/median reward 0.9/2.0, min/max reward -20.0/24.0, entropy 1.05162, value loss 0.46417, policy loss -0.05978, distill_loss -4.06762, time 1608.14759 min
Updates 29940, num timesteps 76648960, FPS 794, mean/median reward 1.1/2.0, min/max reward -20.0/24.0, entropy 1.05963, value loss 0.01444, policy loss 0.00296, distill_loss -3.95786, time 1608.67438 min
Updates 29950, num timesteps 76674560, FPS 794, mean/median reward 1.0/2.0, min/max reward -20.0/24.0, entropy 1.10523, value loss 0.10760, policy loss 0.00346, distill_loss -3.53508, time 1609.19992 min
Updates 29960, num timesteps 76700160, FPS 794, mean/median reward 1.4/2.0, min/max reward -20.0/24.0, entropy 1.05262, value loss 0.01887, policy loss 0.00359, distill_loss -3.64828, time 1609.72253 min
Updates 29970, num timesteps 76725760, FPS 794, mean/median reward 1.3/2.0, min/max reward -20.0/24.0, entropy 1.03032, value loss 0.01978, policy loss -0.02116, distill_loss -3.93955, time 1610.25161 min
Updates 29980, num timesteps 76751360, FPS 794, mean/median reward 1.4/2.0, min/max reward -20.0/24.0, entropy 1.07302, value loss 0.05488, policy loss 0.00550, distill_loss -3.43982, time 1610.77710 min
Updates 29990, num timesteps 76776960, FPS 794, mean/median reward 1.8/2.0, min/max reward -20.0/24.0, entropy 1.06146, value loss 0.01419, policy loss -0.00022, distill_loss -3.57670, time 1611.30495 min
Updates 30000, num timesteps 76802560, FPS 794, mean/median reward 0.8/2.0, min/max reward -20.0/14.0, entropy 1.05259, value loss 0.01027, policy loss -0.00205, distill_loss -4.13246, time 1611.83398 min
Updates 30010, num timesteps 76828160, FPS 794, mean/median reward 0.9/2.0, min/max reward -20.0/14.0, entropy 1.06368, value loss 0.85269, policy loss 0.05014, distill_loss -4.40007, time 1612.36162 min
Updates 30020, num timesteps 76853760, FPS 794, mean/median reward 1.6/2.0, min/max reward -20.0/14.0, entropy 1.09082, value loss 0.02380, policy loss 0.01145, distill_loss -4.12344, time 1612.89742 min
Updates 30030, num timesteps 76879360, FPS 794, mean/median reward 1.3/2.0, min/max reward -20.0/14.0, entropy 1.06394, value loss 1.41725, policy loss 0.14676, distill_loss -3.75290, time 1613.42587 min
Updates 30040, num timesteps 76904960, FPS 794, mean/median reward 1.4/2.0, min/max reward -20.0/14.0, entropy 1.09664, value loss 0.01003, policy loss 0.00525, distill_loss -3.63963, time 1613.95516 min
Updates 30050, num timesteps 76930560, FPS 794, mean/median reward 1.5/2.0, min/max reward -20.0/14.0, entropy 1.03924, value loss 0.30843, policy loss -0.04257, distill_loss -3.66106, time 1614.48204 min
Updates 30060, num timesteps 76956160, FPS 794, mean/median reward 1.8/2.0, min/max reward -20.0/14.0, entropy 1.08019, value loss 0.41711, policy loss 0.02907, distill_loss -4.06185, time 1615.00980 min
Updates 30070, num timesteps 76981760, FPS 794, mean/median reward 1.9/2.0, min/max reward -20.0/14.0, entropy 1.09333, value loss 0.80066, policy loss 0.04450, distill_loss -4.09013, time 1615.53868 min
Updates 30080, num timesteps 77007360, FPS 794, mean/median reward 2.3/2.0, min/max reward -20.0/14.0, entropy 1.06438, value loss 0.14493, policy loss -0.00158, distill_loss -4.35745, time 1616.07073 min
Updates 30090, num timesteps 77032960, FPS 794, mean/median reward 2.0/2.0, min/max reward -20.0/14.0, entropy 1.04925, value loss 0.77835, policy loss -0.07666, distill_loss -4.30300, time 1616.59920 min
Updates 30100, num timesteps 77058560, FPS 794, mean/median reward 2.6/2.0, min/max reward -20.0/14.0, entropy 1.10572, value loss 0.02096, policy loss -0.01997, distill_loss -4.32591, time 1617.13836 min
Updates 30110, num timesteps 77084160, FPS 794, mean/median reward 2.7/2.0, min/max reward -20.0/14.0, entropy 1.07705, value loss 0.00920, policy loss -0.00770, distill_loss -4.35977, time 1617.66555 min
Updates 30120, num timesteps 77109760, FPS 794, mean/median reward 2.9/2.0, min/max reward -20.0/14.0, entropy 1.08504, value loss 1.26774, policy loss -0.17184, distill_loss -4.44622, time 1618.19859 min
Updates 30130, num timesteps 77135360, FPS 794, mean/median reward 2.5/2.0, min/max reward -20.0/14.0, entropy 1.12288, value loss 0.02964, policy loss -0.02224, distill_loss -3.53615, time 1618.72290 min
Updates 30140, num timesteps 77160960, FPS 794, mean/median reward 2.4/2.0, min/max reward -20.0/14.0, entropy 1.03092, value loss 0.01702, policy loss 0.00048, distill_loss -4.10842, time 1619.25033 min
Updates 30150, num timesteps 77186560, FPS 794, mean/median reward 2.5/2.0, min/max reward -20.0/14.0, entropy 1.07915, value loss 2.16327, policy loss -0.21998, distill_loss -4.23958, time 1619.77887 min
Updates 30160, num timesteps 77212160, FPS 794, mean/median reward 2.3/2.0, min/max reward -20.0/14.0, entropy 1.07289, value loss 0.01122, policy loss 0.00631, distill_loss -4.03817, time 1620.31141 min
Updates 30170, num timesteps 77237760, FPS 794, mean/median reward 2.2/2.0, min/max reward -20.0/14.0, entropy 1.07701, value loss 0.63336, policy loss 0.02905, distill_loss -4.30056, time 1620.84923 min
Updates 30180, num timesteps 77263360, FPS 794, mean/median reward 2.5/2.0, min/max reward -19.0/14.0, entropy 0.99976, value loss 0.00822, policy loss -0.01554, distill_loss -4.49211, time 1621.37891 min
Updates 30190, num timesteps 77288960, FPS 794, mean/median reward 2.6/2.0, min/max reward -19.0/14.0, entropy 1.10589, value loss 0.14619, policy loss 0.00094, distill_loss -4.13047, time 1621.90888 min
Updates 30200, num timesteps 77314560, FPS 794, mean/median reward 2.4/2.0, min/max reward -20.0/14.0, entropy 1.04379, value loss 0.01957, policy loss -0.01647, distill_loss -4.38235, time 1622.43449 min
Updates 30210, num timesteps 77340160, FPS 794, mean/median reward 2.5/2.0, min/max reward -20.0/14.0, entropy 1.08495, value loss 0.00565, policy loss -0.01890, distill_loss -4.10085, time 1622.95899 min
Updates 30220, num timesteps 77365760, FPS 794, mean/median reward 2.7/2.0, min/max reward -20.0/14.0, entropy 1.00975, value loss 0.00575, policy loss -0.01838, distill_loss -4.20236, time 1623.48574 min
Updates 30230, num timesteps 77391360, FPS 794, mean/median reward 2.1/2.0, min/max reward -20.0/14.0, entropy 1.08133, value loss 0.01434, policy loss 0.00594, distill_loss -4.50999, time 1624.01834 min
Updates 30240, num timesteps 77416960, FPS 794, mean/median reward 2.5/2.0, min/max reward -20.0/14.0, entropy 1.07902, value loss 0.87398, policy loss 0.08632, distill_loss -4.68281, time 1624.54412 min
Updates 30250, num timesteps 77442560, FPS 794, mean/median reward 2.3/2.0, min/max reward -20.0/14.0, entropy 1.07138, value loss 0.02082, policy loss 0.01677, distill_loss -4.30190, time 1625.07044 min
Updates 30260, num timesteps 77468160, FPS 794, mean/median reward 2.4/2.0, min/max reward -20.0/14.0, entropy 1.07371, value loss 0.23154, policy loss -0.00739, distill_loss -4.48711, time 1625.59971 min
Updates 30270, num timesteps 77493760, FPS 794, mean/median reward 1.8/2.0, min/max reward -20.0/14.0, entropy 1.11568, value loss 0.02162, policy loss 0.01011, distill_loss -4.45433, time 1626.14679 min
Updates 30280, num timesteps 77519360, FPS 794, mean/median reward 1.9/2.0, min/max reward -20.0/14.0, entropy 1.07791, value loss 0.04484, policy loss 0.00874, distill_loss -3.99252, time 1626.67374 min
Updates 30290, num timesteps 77544960, FPS 794, mean/median reward 1.3/2.0, min/max reward -20.0/14.0, entropy 1.07377, value loss 0.01571, policy loss 0.00372, distill_loss -4.63817, time 1627.20273 min
Updates 30300, num timesteps 77570560, FPS 794, mean/median reward 1.5/2.0, min/max reward -20.0/14.0, entropy 1.10611, value loss 0.09557, policy loss -0.00313, distill_loss -4.59101, time 1627.73518 min
Updates 30310, num timesteps 77596160, FPS 794, mean/median reward 1.4/2.0, min/max reward -20.0/14.0, entropy 1.07772, value loss 0.27368, policy loss 0.05041, distill_loss -4.28659, time 1628.26229 min
Updates 30320, num timesteps 77621760, FPS 794, mean/median reward 1.1/2.0, min/max reward -20.0/14.0, entropy 1.11504, value loss 1.12113, policy loss -0.05837, distill_loss -4.37512, time 1628.79002 min
Updates 30330, num timesteps 77647360, FPS 794, mean/median reward 1.6/2.0, min/max reward -20.0/14.0, entropy 1.04047, value loss 0.01298, policy loss -0.02479, distill_loss -4.56617, time 1629.31947 min
Updates 30340, num timesteps 77672960, FPS 794, mean/median reward 1.5/2.0, min/max reward -20.0/14.0, entropy 1.11387, value loss 0.01614, policy loss 0.01651, distill_loss -4.50457, time 1629.84809 min
Updates 30350, num timesteps 77698560, FPS 794, mean/median reward 1.4/2.0, min/max reward -20.0/14.0, entropy 1.04878, value loss 0.04431, policy loss 0.01029, distill_loss -4.35132, time 1630.37528 min
Updates 30360, num timesteps 77724160, FPS 794, mean/median reward 0.9/2.0, min/max reward -20.0/14.0, entropy 1.07096, value loss 3.89941, policy loss -0.27027, distill_loss -4.10776, time 1630.90722 min
Updates 30370, num timesteps 77749760, FPS 794, mean/median reward 0.8/2.0, min/max reward -20.0/14.0, entropy 1.09553, value loss 0.23153, policy loss 0.03921, distill_loss -4.67292, time 1631.43242 min
