command line args: main.py --algo i2a --env MsPacmanNoFrameskip-v0 --num-processes 64 --port 5555 --log-dir /tmp/gym/MsPacman_sSSM --num-steps 10 --entropy-coef 0.01 --distill-coef 10 --num-stack 4 --num-frames 300000000 --train-on-200x160-pixel --latent-space-model sSSM
Updates 0, num timesteps 640, FPS 30, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 2.19722, value loss 0.00444, policy loss 0.01705, distill_loss 0.00080, time 0.34983 min
Updates 49560, num timesteps 31719040, FPS 83, mean/median reward 29.5/16.0, min/max reward 0.0/120.0, entropy 1.31601, value loss 0.14268, policy loss 0.01956, distill_loss -425.00089, time 6332.15351 min
Updates 49570, num timesteps 31725440, FPS 83, mean/median reward 27.3/15.0, min/max reward 0.0/120.0, entropy 1.60916, value loss 0.50322, policy loss 0.07759, distill_loss -293.17194, time 6333.31124 min
Updates 49580, num timesteps 31731840, FPS 83, mean/median reward 22.6/14.0, min/max reward 0.0/120.0, entropy 1.47087, value loss 0.31765, policy loss 0.10179, distill_loss -339.26453, time 6334.48473 min
Updates 49590, num timesteps 31738240, FPS 83, mean/median reward 25.1/15.0, min/max reward 0.0/120.0, entropy 1.44947, value loss 0.34049, policy loss 0.15969, distill_loss -391.47043, time 6335.63788 min
Updates 49600, num timesteps 31744640, FPS 83, mean/median reward 22.8/14.0, min/max reward 0.0/120.0, entropy 1.52136, value loss 0.07789, policy loss -0.05412, distill_loss -369.91193, time 6336.77863 min
Updates 49610, num timesteps 31751040, FPS 83, mean/median reward 22.3/14.0, min/max reward 0.0/117.0, entropy 1.49178, value loss 0.06388, policy loss -0.01746, distill_loss -397.42682, time 6337.91389 min
Updates 49620, num timesteps 31757440, FPS 83, mean/median reward 25.7/15.0, min/max reward 0.0/115.0, entropy 1.50284, value loss 0.37391, policy loss 0.07170, distill_loss -305.10739, time 6339.07105 min
Updates 49630, num timesteps 31763840, FPS 83, mean/median reward 24.8/15.0, min/max reward 0.0/115.0, entropy 1.44447, value loss 0.10100, policy loss -0.07040, distill_loss -339.72000, time 6340.22256 min
Updates 49640, num timesteps 31770240, FPS 83, mean/median reward 27.3/15.0, min/max reward 0.0/115.0, entropy 1.62727, value loss 0.20846, policy loss -0.01771, distill_loss -287.80801, time 6341.36962 min
Updates 49650, num timesteps 31776640, FPS 83, mean/median reward 29.3/15.0, min/max reward 0.0/115.0, entropy 1.65127, value loss 0.09761, policy loss -0.09530, distill_loss -286.03314, time 6342.51554 min
Updates 49660, num timesteps 31783040, FPS 83, mean/median reward 28.4/15.0, min/max reward 0.0/115.0, entropy 1.60311, value loss 0.20237, policy loss 0.03593, distill_loss -288.94363, time 6343.65375 min
Updates 49670, num timesteps 31789440, FPS 83, mean/median reward 29.1/15.0, min/max reward 0.0/114.0, entropy 1.50244, value loss 0.13824, policy loss -0.01947, distill_loss -344.85294, time 6344.80618 min
Updates 49680, num timesteps 31795840, FPS 83, mean/median reward 26.8/15.0, min/max reward 0.0/114.0, entropy 1.56088, value loss 0.52230, policy loss 0.16964, distill_loss -323.90933, time 6345.95011 min
Updates 49690, num timesteps 31802240, FPS 83, mean/median reward 23.6/15.0, min/max reward 0.0/107.0, entropy 1.55464, value loss 0.07251, policy loss -0.08876, distill_loss -343.08954, time 6347.08248 min
Updates 49700, num timesteps 31808640, FPS 83, mean/median reward 23.8/15.0, min/max reward 0.0/107.0, entropy 1.72219, value loss 0.14517, policy loss -0.01896, distill_loss -210.14896, time 6348.24983 min
Updates 49710, num timesteps 31815040, FPS 83, mean/median reward 24.1/14.0, min/max reward 0.0/99.0, entropy 1.65515, value loss 0.72719, policy loss 0.24681, distill_loss -209.12405, time 6349.39779 min
Updates 49720, num timesteps 31821440, FPS 83, mean/median reward 31.4/16.0, min/max reward 0.0/122.0, entropy 1.46895, value loss 0.12281, policy loss 0.03436, distill_loss -293.56018, time 6350.52626 min
Updates 49730, num timesteps 31827840, FPS 83, mean/median reward 33.7/21.0, min/max reward 0.0/122.0, entropy 1.24983, value loss 0.12806, policy loss -0.01056, distill_loss -398.94128, time 6351.67154 min
Updates 49740, num timesteps 31834240, FPS 83, mean/median reward 37.0/25.0, min/max reward 0.0/122.0, entropy 1.11332, value loss 0.23884, policy loss -0.08887, distill_loss -486.95001, time 6352.79647 min
Updates 49750, num timesteps 31840640, FPS 83, mean/median reward 37.9/23.0, min/max reward 0.0/122.0, entropy 1.47963, value loss 0.09125, policy loss 0.01611, distill_loss -266.28824, time 6353.93666 min
Updates 49760, num timesteps 31847040, FPS 83, mean/median reward 37.6/21.0, min/max reward 0.0/122.0, entropy 1.42981, value loss 0.35933, policy loss 0.06101, distill_loss -291.16122, time 6355.07261 min
Updates 49770, num timesteps 31853440, FPS 83, mean/median reward 37.5/18.0, min/max reward 0.0/122.0, entropy 1.47197, value loss 0.32922, policy loss 0.07303, distill_loss -371.70160, time 6356.20702 min
Updates 49780, num timesteps 31859840, FPS 83, mean/median reward 36.6/18.0, min/max reward 0.0/113.0, entropy 1.58484, value loss 0.16774, policy loss -0.08337, distill_loss -305.09894, time 6357.33087 min
Updates 49790, num timesteps 31866240, FPS 83, mean/median reward 37.4/23.0, min/max reward 0.0/119.0, entropy 1.69446, value loss 0.19480, policy loss 0.05528, distill_loss -236.10706, time 6358.48674 min
Updates 49800, num timesteps 31872640, FPS 83, mean/median reward 34.6/18.0, min/max reward 0.0/119.0, entropy 1.59869, value loss 0.06883, policy loss -0.04990, distill_loss -295.03442, time 6359.62325 min
Updates 49810, num timesteps 31879040, FPS 83, mean/median reward 34.1/18.0, min/max reward 0.0/119.0, entropy 1.57158, value loss 0.12971, policy loss 0.04027, distill_loss -300.16275, time 6360.77518 min
Updates 49820, num timesteps 31885440, FPS 83, mean/median reward 38.5/18.0, min/max reward 0.0/119.0, entropy 1.63462, value loss 0.20279, policy loss -0.00250, distill_loss -233.92453, time 6361.91151 min
Updates 49830, num timesteps 31891840, FPS 83, mean/median reward 35.9/20.0, min/max reward 0.0/119.0, entropy 1.70297, value loss 0.06964, policy loss -0.01173, distill_loss -181.06500, time 6363.05790 min
Updates 49840, num timesteps 31898240, FPS 83, mean/median reward 37.7/25.0, min/max reward 0.0/120.0, entropy 1.62029, value loss 0.10459, policy loss 0.14060, distill_loss -166.71591, time 6364.20053 min
Updates 49850, num timesteps 31904640, FPS 83, mean/median reward 38.2/25.0, min/max reward 0.0/120.0, entropy 1.52838, value loss 0.08927, policy loss -0.03532, distill_loss -268.57745, time 6365.35462 min
Updates 49860, num timesteps 31911040, FPS 83, mean/median reward 37.0/24.0, min/max reward 0.0/120.0, entropy 1.56898, value loss 0.39245, policy loss 0.14769, distill_loss -261.65417, time 6366.49959 min
Updates 49870, num timesteps 31917440, FPS 83, mean/median reward 35.3/23.0, min/max reward 0.0/120.0, entropy 1.66810, value loss 0.10276, policy loss 0.04453, distill_loss -222.65421, time 6367.65903 min
Updates 49880, num timesteps 31923840, FPS 83, mean/median reward 33.4/19.0, min/max reward 0.0/116.0, entropy 1.63295, value loss 0.31578, policy loss -0.04053, distill_loss -247.30283, time 6368.78314 min
Updates 49890, num timesteps 31930240, FPS 83, mean/median reward 31.9/19.0, min/max reward 0.0/116.0, entropy 1.64363, value loss 0.22319, policy loss 0.10013, distill_loss -198.85268, time 6369.92443 min
Updates 49900, num timesteps 31936640, FPS 83, mean/median reward 30.4/18.0, min/max reward 0.0/116.0, entropy 1.45270, value loss 0.27245, policy loss 0.05687, distill_loss -275.66626, time 6371.08333 min
Updates 49910, num timesteps 31943040, FPS 83, mean/median reward 31.0/19.0, min/max reward 0.0/116.0, entropy 1.41473, value loss 0.27560, policy loss -0.16442, distill_loss -307.17072, time 6372.23341 min
Updates 49920, num timesteps 31949440, FPS 83, mean/median reward 27.5/16.0, min/max reward 0.0/116.0, entropy 1.52379, value loss 0.09391, policy loss -0.02277, distill_loss -318.15265, time 6373.37217 min
Updates 49930, num timesteps 31955840, FPS 83, mean/median reward 24.3/15.0, min/max reward 0.0/116.0, entropy 1.46435, value loss 0.13115, policy loss -0.06499, distill_loss -265.74176, time 6374.53253 min
Updates 49940, num timesteps 31962240, FPS 83, mean/median reward 25.3/16.0, min/max reward 0.0/116.0, entropy 1.40155, value loss 0.08244, policy loss -0.09008, distill_loss -368.78638, time 6375.67521 min
Updates 49950, num timesteps 31968640, FPS 83, mean/median reward 28.1/18.0, min/max reward 0.0/108.0, entropy 1.45822, value loss 0.23531, policy loss 0.08798, distill_loss -360.73975, time 6376.81993 min
Updates 49960, num timesteps 31975040, FPS 83, mean/median reward 25.0/15.0, min/max reward 0.0/105.0, entropy 1.47034, value loss 0.48636, policy loss 0.07955, distill_loss -389.87604, time 6377.97769 min
Updates 49970, num timesteps 31981440, FPS 83, mean/median reward 25.5/15.0, min/max reward 0.0/106.0, entropy 1.44817, value loss 0.24084, policy loss 0.00841, distill_loss -381.13824, time 6379.11220 min
Updates 49980, num timesteps 31987840, FPS 83, mean/median reward 26.9/15.0, min/max reward 0.0/106.0, entropy 1.50803, value loss 0.11299, policy loss -0.04431, distill_loss -314.63593, time 6380.25519 min
Updates 49990, num timesteps 31994240, FPS 83, mean/median reward 30.8/18.0, min/max reward 0.0/106.0, entropy 1.44463, value loss 0.12655, policy loss -0.01306, distill_loss -364.39532, time 6381.39348 min
Updates 50000, num timesteps 32000640, FPS 83, mean/median reward 26.7/15.0, min/max reward 0.0/106.0, entropy 1.43159, value loss 0.08999, policy loss -0.00222, distill_loss -359.52692, time 6382.56129 min
Updates 50010, num timesteps 32007040, FPS 83, mean/median reward 31.6/20.0, min/max reward 0.0/117.0, entropy 1.47749, value loss 0.08522, policy loss 0.05304, distill_loss -346.17194, time 6383.76207 min
Updates 50020, num timesteps 32013440, FPS 83, mean/median reward 31.0/19.0, min/max reward 0.0/117.0, entropy 1.50662, value loss 0.56295, policy loss 0.14495, distill_loss -271.77765, time 6384.88867 min
Updates 50030, num timesteps 32019840, FPS 83, mean/median reward 28.4/19.0, min/max reward 0.0/117.0, entropy 1.64904, value loss 0.15154, policy loss 0.04428, distill_loss -203.79916, time 6386.01635 min
Updates 50040, num timesteps 32026240, FPS 83, mean/median reward 29.4/19.0, min/max reward 0.0/117.0, entropy 1.36334, value loss 0.12437, policy loss -0.05204, distill_loss -455.93970, time 6387.16045 min
Updates 50050, num timesteps 32032640, FPS 83, mean/median reward 30.3/20.0, min/max reward 0.0/117.0, entropy 1.42896, value loss 0.13923, policy loss -0.05289, distill_loss -305.58017, time 6388.28603 min
Updates 50060, num timesteps 32039040, FPS 83, mean/median reward 33.3/20.0, min/max reward 0.0/117.0, entropy 1.65519, value loss 0.10949, policy loss 0.01059, distill_loss -220.02505, time 6389.40889 min
Updates 50070, num timesteps 32045440, FPS 83, mean/median reward 29.2/18.0, min/max reward 0.0/105.0, entropy 1.63677, value loss 0.27047, policy loss 0.06244, distill_loss -293.99738, time 6390.55183 min
Updates 50080, num timesteps 32051840, FPS 83, mean/median reward 27.3/15.0, min/max reward 0.0/105.0, entropy 1.61432, value loss 0.19234, policy loss -0.05235, distill_loss -239.60782, time 6391.67973 min
Updates 50090, num timesteps 32058240, FPS 83, mean/median reward 31.6/20.0, min/max reward 0.0/105.0, entropy 1.55790, value loss 0.11984, policy loss 0.06292, distill_loss -230.21799, time 6392.81224 min
Updates 50100, num timesteps 32064640, FPS 83, mean/median reward 33.9/20.0, min/max reward 0.0/105.0, entropy 1.47978, value loss 0.17498, policy loss 0.05197, distill_loss -309.40530, time 6393.96304 min
Updates 50110, num timesteps 32071040, FPS 83, mean/median reward 36.1/20.0, min/max reward 0.0/140.0, entropy 1.45662, value loss 0.54559, policy loss 0.09105, distill_loss -352.12421, time 6395.11949 min
Updates 50120, num timesteps 32077440, FPS 83, mean/median reward 32.8/20.0, min/max reward 0.0/140.0, entropy 1.57349, value loss 0.10701, policy loss 0.07037, distill_loss -317.36417, time 6396.27708 min
Updates 50130, num timesteps 32083840, FPS 83, mean/median reward 36.5/20.0, min/max reward 0.0/140.0, entropy 1.51142, value loss 0.13010, policy loss 0.01509, distill_loss -292.04599, time 6397.41439 min
Updates 50140, num timesteps 32090240, FPS 83, mean/median reward 36.6/20.0, min/max reward 0.0/140.0, entropy 1.62270, value loss 0.11875, policy loss 0.07031, distill_loss -256.33466, time 6398.53313 min
Updates 50150, num timesteps 32096640, FPS 83, mean/median reward 35.0/18.0, min/max reward 0.0/140.0, entropy 1.66330, value loss 0.11431, policy loss -0.07730, distill_loss -278.13617, time 6399.65718 min
Updates 50160, num timesteps 32103040, FPS 83, mean/median reward 35.6/18.0, min/max reward 0.0/140.0, entropy 1.65797, value loss 0.12600, policy loss 0.00161, distill_loss -227.89400, time 6400.80618 min
Updates 50170, num timesteps 32109440, FPS 83, mean/median reward 31.8/17.0, min/max reward 0.0/140.0, entropy 1.61615, value loss 0.39957, policy loss -0.02883, distill_loss -239.89497, time 6401.95586 min
Updates 50180, num timesteps 32115840, FPS 83, mean/median reward 27.3/13.0, min/max reward 0.0/140.0, entropy 1.63723, value loss 0.14324, policy loss 0.01621, distill_loss -235.48576, time 6403.09934 min
Updates 50190, num timesteps 32122240, FPS 83, mean/median reward 27.5/13.0, min/max reward 0.0/140.0, entropy 1.70659, value loss 0.29897, policy loss 0.08591, distill_loss -203.89990, time 6404.25285 min
Updates 50200, num timesteps 32128640, FPS 83, mean/median reward 26.2/13.0, min/max reward 0.0/140.0, entropy 1.55368, value loss 0.08560, policy loss 0.02931, distill_loss -304.73315, time 6405.42191 min
Updates 50210, num timesteps 32135040, FPS 83, mean/median reward 29.4/14.0, min/max reward 0.0/140.0, entropy 1.55129, value loss 0.07938, policy loss 0.06701, distill_loss -336.31305, time 6406.57269 min
Updates 50220, num timesteps 32141440, FPS 83, mean/median reward 26.6/13.0, min/max reward 0.0/106.0, entropy 1.44165, value loss 0.06735, policy loss -0.00347, distill_loss -344.51862, time 6407.73061 min
Updates 50230, num timesteps 32147840, FPS 83, mean/median reward 29.2/14.0, min/max reward 0.0/119.0, entropy 1.18711, value loss 0.87663, policy loss 0.27337, distill_loss -475.53033, time 6408.86736 min
Updates 50240, num timesteps 32154240, FPS 83, mean/median reward 28.2/13.0, min/max reward 0.0/119.0, entropy 1.04057, value loss 0.16674, policy loss 0.00761, distill_loss -490.67383, time 6410.00300 min
Updates 50250, num timesteps 32160640, FPS 83, mean/median reward 26.8/13.0, min/max reward 0.0/119.0, entropy 0.96459, value loss 0.52286, policy loss 0.00154, distill_loss -478.25912, time 6411.13307 min
Updates 50260, num timesteps 32167040, FPS 83, mean/median reward 23.6/13.0, min/max reward 0.0/119.0, entropy 1.01487, value loss 0.07671, policy loss -0.01783, distill_loss -462.41943, time 6412.28316 min
Updates 50270, num timesteps 32173440, FPS 83, mean/median reward 22.6/12.0, min/max reward 0.0/128.0, entropy 0.97269, value loss 0.08067, policy loss -0.02005, distill_loss -557.98126, time 6413.43016 min
Updates 50280, num timesteps 32179840, FPS 83, mean/median reward 27.9/13.0, min/max reward 0.0/128.0, entropy 1.19775, value loss 0.11161, policy loss -0.03493, distill_loss -407.34930, time 6414.56284 min
Updates 50290, num timesteps 32186240, FPS 83, mean/median reward 30.8/14.0, min/max reward 0.0/128.0, entropy 1.14690, value loss 0.11003, policy loss -0.02111, distill_loss -427.16724, time 6415.70887 min
Updates 50300, num timesteps 32192640, FPS 83, mean/median reward 29.8/13.0, min/max reward 0.0/128.0, entropy 1.24688, value loss 0.52867, policy loss 0.09874, distill_loss -530.14056, time 6416.83775 min
Updates 50310, num timesteps 32199040, FPS 83, mean/median reward 27.1/13.0, min/max reward 0.0/128.0, entropy 1.37648, value loss 0.10257, policy loss -0.04969, distill_loss -436.88275, time 6417.97170 min
Updates 50320, num timesteps 32205440, FPS 83, mean/median reward 26.0/13.0, min/max reward 0.0/116.0, entropy 1.42358, value loss 0.09456, policy loss 0.01023, distill_loss -358.20084, time 6419.13326 min
Updates 50330, num timesteps 32211840, FPS 83, mean/median reward 27.7/13.0, min/max reward 0.0/116.0, entropy 1.44301, value loss 0.26511, policy loss 0.08230, distill_loss -336.54742, time 6420.29850 min
Updates 50340, num timesteps 32218240, FPS 83, mean/median reward 25.3/13.0, min/max reward 0.0/121.0, entropy 1.43327, value loss 0.14827, policy loss -0.00185, distill_loss -326.42630, time 6421.41571 min
Updates 50350, num timesteps 32224640, FPS 83, mean/median reward 25.7/13.0, min/max reward 0.0/121.0, entropy 1.48074, value loss 0.07906, policy loss -0.09669, distill_loss -263.57654, time 6422.61334 min
Updates 50360, num timesteps 32231040, FPS 83, mean/median reward 27.0/13.0, min/max reward 0.0/121.0, entropy 1.45508, value loss 0.12470, policy loss -0.01001, distill_loss -256.42587, time 6423.75311 min
Updates 50370, num timesteps 32237440, FPS 83, mean/median reward 30.9/13.0, min/max reward 0.0/121.0, entropy 1.34041, value loss 0.06767, policy loss -0.08129, distill_loss -295.63681, time 6424.89982 min
