command line args: main.py --environment-model CopyModel --env-name HuntMiniPacmanNoFrameskip-v0 --algo i2a --log-interval 10 --num-processes 128 --num-stack 1 --distill-coef 10 --entropy-coef 0.02 --port 5027
Updates 0, num timesteps 640, FPS 695, mean/median reward -2.3/0.0, min/max reward -20.0/0.0, entropy 1.60919, value loss 21.55485, policy loss -1.34010, distill_loss 0.19072, time 0.01534 min
Updates 143730, num timesteps 91987840, FPS 1469, mean/median reward -20.1/-20.0, min/max reward -40.0/-19.0, entropy 0.05943, value loss 1.23174, policy loss 0.00335, distill_loss -282.46497, time 1043.32830 min
Updates 143740, num timesteps 91994240, FPS 1469, mean/median reward -19.9/-20.0, min/max reward -20.0/-19.0, entropy 0.06050, value loss 0.96884, policy loss 0.02809, distill_loss -262.74344, time 1043.37768 min
Updates 143750, num timesteps 92000640, FPS 1469, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.08053, value loss 1.08011, policy loss -0.01579, distill_loss -287.78717, time 1043.42333 min
Updates 143760, num timesteps 92007040, FPS 1469, mean/median reward -20.1/-20.0, min/max reward -40.0/-19.0, entropy 0.08740, value loss 0.68575, policy loss -0.01746, distill_loss -273.19376, time 1043.47860 min
Updates 143770, num timesteps 92013440, FPS 1469, mean/median reward -20.1/-20.0, min/max reward -40.0/-19.0, entropy 0.08492, value loss 1.14849, policy loss -0.03307, distill_loss -266.94000, time 1043.52922 min
Updates 143780, num timesteps 92019840, FPS 1469, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.05960, value loss 1.09919, policy loss -0.01419, distill_loss -279.23065, time 1043.58287 min
Updates 143790, num timesteps 92026240, FPS 1469, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.07365, value loss 0.86445, policy loss 0.00957, distill_loss -273.51602, time 1043.63672 min
Updates 143800, num timesteps 92032640, FPS 1469, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.05440, value loss 0.86817, policy loss -0.00010, distill_loss -289.34756, time 1043.71991 min
Updates 143810, num timesteps 92039040, FPS 1469, mean/median reward -19.9/-20.0, min/max reward -20.0/-19.0, entropy 0.05815, value loss 0.98753, policy loss 0.00695, distill_loss -277.57513, time 1044.06544 min
Updates 143820, num timesteps 92045440, FPS 1469, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.09389, value loss 1.41282, policy loss 0.00137, distill_loss -270.06995, time 1044.11990 min
Updates 143830, num timesteps 92051840, FPS 1469, mean/median reward -19.9/-20.0, min/max reward -20.0/-19.0, entropy 0.05402, value loss 0.43579, policy loss -0.00026, distill_loss -277.63419, time 1044.17664 min
Updates 143840, num timesteps 92058240, FPS 1469, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.07019, value loss 0.47449, policy loss -0.00686, distill_loss -251.71457, time 1044.23012 min
Updates 143850, num timesteps 92064640, FPS 1469, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.06014, value loss 0.59992, policy loss 0.00332, distill_loss -276.82544, time 1044.29655 min
Updates 143860, num timesteps 92071040, FPS 1469, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.08480, value loss 1.08130, policy loss 0.03576, distill_loss -275.90219, time 1044.35010 min
Updates 143870, num timesteps 92077440, FPS 1469, mean/median reward -19.9/-20.0, min/max reward -20.0/-19.0, entropy 0.08611, value loss 0.86601, policy loss -0.03350, distill_loss -277.32852, time 1044.39974 min
Updates 143880, num timesteps 92083840, FPS 1469, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.05755, value loss 0.61268, policy loss -0.00527, distill_loss -290.09219, time 1044.45525 min
Updates 143890, num timesteps 92090240, FPS 1469, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.10052, value loss 1.08063, policy loss -0.00165, distill_loss -285.63824, time 1044.50937 min
Updates 143900, num timesteps 92096640, FPS 1469, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.06366, value loss 1.08314, policy loss -0.04908, distill_loss -282.92404, time 1044.61738 min
Updates 143910, num timesteps 92103040, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.06471, value loss 0.72408, policy loss 0.00062, distill_loss -286.85797, time 1044.96855 min
Updates 143920, num timesteps 92109440, FPS 1469, mean/median reward -19.9/-20.0, min/max reward -20.0/-19.0, entropy 0.08388, value loss 0.97231, policy loss 0.00274, distill_loss -287.45590, time 1045.01689 min
Updates 143930, num timesteps 92115840, FPS 1469, mean/median reward -20.1/-20.0, min/max reward -40.0/-19.0, entropy 0.08503, value loss 3.56899, policy loss -0.02243, distill_loss -291.76761, time 1045.06693 min
Updates 143940, num timesteps 92122240, FPS 1469, mean/median reward -19.9/-20.0, min/max reward -20.0/-19.0, entropy 0.05171, value loss 0.96006, policy loss -0.01897, distill_loss -294.46329, time 1045.14247 min
Updates 143950, num timesteps 92128640, FPS 1469, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.08915, value loss 0.55151, policy loss -0.02144, distill_loss -272.50333, time 1045.19657 min
Updates 143960, num timesteps 92135040, FPS 1469, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.08405, value loss 1.19686, policy loss 0.00104, distill_loss -255.48772, time 1045.24898 min
Updates 143970, num timesteps 92141440, FPS 1469, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.05995, value loss 1.41059, policy loss 0.00898, distill_loss -252.77383, time 1045.31619 min
Updates 143980, num timesteps 92147840, FPS 1469, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.09008, value loss 1.18577, policy loss 0.02098, distill_loss -274.68561, time 1045.36975 min
Updates 143990, num timesteps 92154240, FPS 1469, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.08721, value loss 0.81337, policy loss -0.01422, distill_loss -253.54819, time 1045.42042 min
Updates 144000, num timesteps 92160640, FPS 1469, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.08558, value loss 1.12693, policy loss -0.02368, distill_loss -274.77582, time 1045.48128 min
Updates 144010, num timesteps 92167040, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.06074, value loss 1.15167, policy loss -0.00652, distill_loss -261.76422, time 1045.83224 min
Updates 144020, num timesteps 92173440, FPS 1468, mean/median reward -20.1/-20.0, min/max reward -40.0/-19.0, entropy 0.09920, value loss 0.79123, policy loss -0.01361, distill_loss -266.98553, time 1045.88744 min
Updates 144030, num timesteps 92179840, FPS 1468, mean/median reward -20.1/-20.0, min/max reward -40.0/-19.0, entropy 0.09020, value loss 1.54551, policy loss -0.02933, distill_loss -273.33563, time 1045.93872 min
Updates 144040, num timesteps 92186240, FPS 1468, mean/median reward -20.3/-20.0, min/max reward -40.0/-19.0, entropy 0.09552, value loss 0.61283, policy loss 0.00357, distill_loss -249.84392, time 1045.99217 min
Updates 144050, num timesteps 92192640, FPS 1468, mean/median reward -19.9/-20.0, min/max reward -20.0/-9.0, entropy 0.04878, value loss 1.07802, policy loss -0.03135, distill_loss -254.61093, time 1046.04481 min
Updates 144060, num timesteps 92199040, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.08687, value loss 1.03644, policy loss -0.00654, distill_loss -254.29016, time 1046.09942 min
Updates 144070, num timesteps 92205440, FPS 1468, mean/median reward -19.9/-20.0, min/max reward -20.0/-19.0, entropy 0.08195, value loss 0.91219, policy loss -0.00127, distill_loss -281.73553, time 1046.14889 min
Updates 144080, num timesteps 92211840, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.09039, value loss 0.75655, policy loss -0.00095, distill_loss -252.88591, time 1046.20101 min
Updates 144090, num timesteps 92218240, FPS 1469, mean/median reward -19.9/-20.0, min/max reward -20.0/-19.0, entropy 0.09652, value loss 1.08386, policy loss -0.01144, distill_loss -257.81891, time 1046.25387 min
Updates 144100, num timesteps 92224640, FPS 1469, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.08155, value loss 1.80404, policy loss -0.00513, distill_loss -259.23343, time 1046.30921 min
Updates 144110, num timesteps 92231040, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.06949, value loss 0.41847, policy loss 0.01111, distill_loss -253.61172, time 1046.65808 min
Updates 144120, num timesteps 92237440, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.07509, value loss 0.74610, policy loss 0.00453, distill_loss -262.02505, time 1046.70876 min
Updates 144130, num timesteps 92243840, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.08931, value loss 1.19947, policy loss 0.00594, distill_loss -265.13596, time 1046.76350 min
Updates 144140, num timesteps 92250240, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.09296, value loss 0.67207, policy loss -0.00951, distill_loss -282.41458, time 1046.81668 min
Updates 144150, num timesteps 92256640, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.08847, value loss 0.75758, policy loss -0.01554, distill_loss -287.41571, time 1046.87985 min
Updates 144160, num timesteps 92263040, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.08084, value loss 0.61787, policy loss 0.02154, distill_loss -276.38974, time 1046.93401 min
Updates 144170, num timesteps 92269440, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.07480, value loss 0.68143, policy loss 0.00751, distill_loss -274.10272, time 1046.98716 min
Updates 144180, num timesteps 92275840, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.09787, value loss 1.22693, policy loss 0.03693, distill_loss -268.14069, time 1047.03995 min
Updates 144190, num timesteps 92282240, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.08004, value loss 1.10920, policy loss 0.01456, distill_loss -260.75644, time 1047.09155 min
Updates 144200, num timesteps 92288640, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.07360, value loss 0.76274, policy loss -0.02254, distill_loss -275.67621, time 1047.15923 min
Updates 144210, num timesteps 92295040, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.05487, value loss 0.89343, policy loss 0.01180, distill_loss -281.59512, time 1047.51633 min
Updates 144220, num timesteps 92301440, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.09033, value loss 0.64280, policy loss 0.01286, distill_loss -275.61359, time 1047.57145 min
Updates 144230, num timesteps 92307840, FPS 1468, mean/median reward -20.1/-20.0, min/max reward -40.0/-19.0, entropy 0.06370, value loss 0.75676, policy loss -0.00064, distill_loss -271.23117, time 1047.62274 min
Updates 144240, num timesteps 92314240, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.06390, value loss 0.80018, policy loss 0.01467, distill_loss -248.72531, time 1047.67614 min
Updates 144250, num timesteps 92320640, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.07518, value loss 0.90482, policy loss -0.00688, distill_loss -277.36038, time 1047.73719 min
Updates 144260, num timesteps 92327040, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.08262, value loss 0.89405, policy loss 0.00427, distill_loss -273.20795, time 1047.78715 min
Updates 144270, num timesteps 92333440, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.08572, value loss 0.83519, policy loss 0.00869, distill_loss -285.70496, time 1047.84170 min
Updates 144280, num timesteps 92339840, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.07387, value loss 0.95336, policy loss -0.00063, distill_loss -282.28842, time 1047.89656 min
Updates 144290, num timesteps 92346240, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.06767, value loss 0.71935, policy loss 0.00846, distill_loss -265.73230, time 1047.94872 min
Updates 144300, num timesteps 92352640, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-20.0, entropy 0.07787, value loss 1.14141, policy loss -0.00260, distill_loss -266.73285, time 1048.01321 min
Updates 144310, num timesteps 92359040, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.09005, value loss 1.01052, policy loss -0.01506, distill_loss -268.58954, time 1048.36430 min
Updates 144320, num timesteps 92365440, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.05791, value loss 0.74950, policy loss -0.04132, distill_loss -271.95514, time 1048.42062 min
Updates 144330, num timesteps 92371840, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.08514, value loss 1.27875, policy loss 0.01637, distill_loss -287.90869, time 1048.47146 min
Updates 144340, num timesteps 92378240, FPS 1468, mean/median reward -20.1/-20.0, min/max reward -40.0/-19.0, entropy 0.06963, value loss 2.72619, policy loss -0.01408, distill_loss -308.26324, time 1048.52497 min
Updates 144350, num timesteps 92384640, FPS 1468, mean/median reward -20.1/-20.0, min/max reward -40.0/-19.0, entropy 0.07123, value loss 2.90221, policy loss 0.01689, distill_loss -268.97650, time 1048.59041 min
Updates 144360, num timesteps 92391040, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.08819, value loss 0.67260, policy loss 0.01260, distill_loss -287.30273, time 1048.64046 min
Updates 144370, num timesteps 92397440, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.07527, value loss 0.75907, policy loss 0.00915, distill_loss -278.98752, time 1048.69433 min
Updates 144380, num timesteps 92403840, FPS 1468, mean/median reward -20.1/-20.0, min/max reward -40.0/-19.0, entropy 0.07238, value loss 0.59888, policy loss 0.00744, distill_loss -267.42130, time 1048.75451 min
Updates 144390, num timesteps 92410240, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.10011, value loss 1.13049, policy loss 0.01286, distill_loss -283.92361, time 1048.80656 min
Updates 144400, num timesteps 92416640, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.08646, value loss 0.54121, policy loss 0.03477, distill_loss -286.89981, time 1048.87315 min
Updates 144410, num timesteps 92423040, FPS 1468, mean/median reward -19.8/-20.0, min/max reward -20.0/-9.0, entropy 0.07561, value loss 0.76244, policy loss -0.00506, distill_loss -255.94473, time 1049.22826 min
Updates 144420, num timesteps 92429440, FPS 1468, mean/median reward -19.9/-20.0, min/max reward -20.0/-9.0, entropy 0.11062, value loss 1.08375, policy loss 0.02485, distill_loss -260.20776, time 1049.28124 min
Updates 144430, num timesteps 92435840, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-18.0, entropy 0.05906, value loss 1.00829, policy loss 0.01212, distill_loss -274.18802, time 1049.33460 min
Updates 144440, num timesteps 92442240, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-18.0, entropy 0.07380, value loss 1.10270, policy loss -0.01459, distill_loss -292.66034, time 1049.38642 min
Updates 144450, num timesteps 92448640, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.09171, value loss 0.96318, policy loss 0.00369, distill_loss -283.27118, time 1049.44170 min
Updates 144460, num timesteps 92455040, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.10473, value loss 1.23869, policy loss -0.01730, distill_loss -261.30692, time 1049.49442 min
Updates 144470, num timesteps 92461440, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.08339, value loss 0.91383, policy loss 0.00052, distill_loss -284.39389, time 1049.54949 min
Updates 144480, num timesteps 92467840, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.06845, value loss 1.26093, policy loss -0.01197, distill_loss -285.60654, time 1049.60563 min
Updates 144490, num timesteps 92474240, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.09548, value loss 0.89782, policy loss -0.03957, distill_loss -292.53244, time 1049.66026 min
Updates 144500, num timesteps 92480640, FPS 1468, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.06255, value loss 1.12150, policy loss 0.01306, distill_loss -290.70621, time 1049.73598 min
Updates 144510, num timesteps 92487040, FPS 1467, mean/median reward -20.0/-20.0, min/max reward -20.0/-19.0, entropy 0.08634, value loss 0.57186, policy loss 0.00609, distill_loss -287.42963, time 1050.08546 min
