command line args: main.py --env-name MsPacmanNoFrameskip-v0 --algo a2c --num-stack 4 --train-on-200x160-pixel --port 5026 --log-dir /tmp/a2c_mspacman --num-processes 128
Updates 0, num timesteps 640, FPS 398, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 2.18486, value loss 0.01736, policy loss 0.21304, time 0.02680 min
Updates 75890, num timesteps 48570240, FPS 286, mean/median reward 34.1/11.0, min/max reward 0.0/146.0, entropy 1.86989, value loss 0.02672, policy loss -0.02761, time 2825.87794 min
Updates 75900, num timesteps 48576640, FPS 286, mean/median reward 35.3/11.0, min/max reward 0.0/146.0, entropy 1.85386, value loss 0.04383, policy loss -0.01274, time 2826.17649 min
Updates 75910, num timesteps 48583040, FPS 286, mean/median reward 34.0/11.0, min/max reward 0.0/146.0, entropy 1.84629, value loss 0.10929, policy loss 0.08845, time 2826.48782 min
Updates 75920, num timesteps 48589440, FPS 286, mean/median reward 29.0/9.0, min/max reward 0.0/146.0, entropy 1.82099, value loss 0.04085, policy loss 0.00483, time 2826.77931 min
Updates 75930, num timesteps 48595840, FPS 286, mean/median reward 28.0/9.0, min/max reward 0.0/146.0, entropy 1.85171, value loss 0.13049, policy loss 0.07581, time 2827.06247 min
Updates 75940, num timesteps 48602240, FPS 286, mean/median reward 29.6/10.0, min/max reward 0.0/146.0, entropy 1.85570, value loss 0.03487, policy loss -0.02016, time 2827.35869 min
Updates 75950, num timesteps 48608640, FPS 286, mean/median reward 30.1/10.0, min/max reward 0.0/146.0, entropy 1.79789, value loss 0.02365, policy loss 0.00601, time 2827.65089 min
Updates 75960, num timesteps 48615040, FPS 286, mean/median reward 29.0/10.0, min/max reward 0.0/146.0, entropy 1.83606, value loss 0.02626, policy loss 0.00368, time 2827.93645 min
Updates 75970, num timesteps 48621440, FPS 286, mean/median reward 32.0/11.0, min/max reward 0.0/149.0, entropy 1.85645, value loss 0.04600, policy loss -0.01422, time 2828.23058 min
Updates 75980, num timesteps 48627840, FPS 286, mean/median reward 30.4/11.0, min/max reward 0.0/149.0, entropy 1.84798, value loss 0.06826, policy loss -0.08891, time 2828.52247 min
Updates 75990, num timesteps 48634240, FPS 286, mean/median reward 29.4/11.0, min/max reward 0.0/149.0, entropy 1.87757, value loss 0.04079, policy loss 0.02352, time 2828.80749 min
Updates 76000, num timesteps 48640640, FPS 286, mean/median reward 32.0/11.0, min/max reward 0.0/149.0, entropy 1.86108, value loss 0.21297, policy loss 0.06192, time 2829.10128 min
Updates 76010, num timesteps 48647040, FPS 286, mean/median reward 33.9/12.0, min/max reward 0.0/149.0, entropy 1.83812, value loss 0.02834, policy loss 0.01062, time 2829.41097 min
Updates 76020, num timesteps 48653440, FPS 286, mean/median reward 31.9/11.0, min/max reward 0.0/149.0, entropy 1.83977, value loss 0.05058, policy loss -0.01472, time 2829.70683 min
Updates 76030, num timesteps 48659840, FPS 286, mean/median reward 32.2/11.0, min/max reward 0.0/149.0, entropy 1.82560, value loss 0.10671, policy loss -0.00889, time 2829.99977 min
Updates 76040, num timesteps 48666240, FPS 286, mean/median reward 33.3/11.0, min/max reward 0.0/149.0, entropy 1.83950, value loss 0.03107, policy loss -0.00616, time 2830.29706 min
Updates 76050, num timesteps 48672640, FPS 286, mean/median reward 33.2/11.0, min/max reward 0.0/149.0, entropy 1.84779, value loss 0.04398, policy loss 0.02110, time 2830.59102 min
Updates 76060, num timesteps 48679040, FPS 286, mean/median reward 33.3/11.0, min/max reward 0.0/149.0, entropy 1.80935, value loss 0.04972, policy loss -0.03612, time 2830.88621 min
Updates 76070, num timesteps 48685440, FPS 286, mean/median reward 35.9/11.0, min/max reward 0.0/149.0, entropy 1.87803, value loss 0.03761, policy loss 0.01062, time 2831.17902 min
Updates 76080, num timesteps 48691840, FPS 286, mean/median reward 35.1/12.0, min/max reward 0.0/149.0, entropy 1.82413, value loss 0.03430, policy loss -0.03459, time 2831.47591 min
Updates 76090, num timesteps 48698240, FPS 286, mean/median reward 35.2/12.0, min/max reward 0.0/149.0, entropy 1.84213, value loss 0.05098, policy loss -0.03795, time 2831.76148 min
Updates 76100, num timesteps 48704640, FPS 286, mean/median reward 34.6/11.0, min/max reward 0.0/149.0, entropy 1.86345, value loss 0.09070, policy loss -0.00651, time 2832.05485 min
Updates 76110, num timesteps 48711040, FPS 286, mean/median reward 30.6/10.0, min/max reward 0.0/148.0, entropy 1.78540, value loss 0.05478, policy loss -0.01989, time 2832.36977 min
Updates 76120, num timesteps 48717440, FPS 286, mean/median reward 30.1/11.0, min/max reward 0.0/148.0, entropy 1.87993, value loss 0.03993, policy loss -0.03079, time 2832.66308 min
Updates 76130, num timesteps 48723840, FPS 286, mean/median reward 30.0/11.0, min/max reward 0.0/148.0, entropy 1.85564, value loss 0.16673, policy loss 0.02728, time 2832.94947 min
Updates 76140, num timesteps 48730240, FPS 286, mean/median reward 29.5/11.0, min/max reward 0.0/148.0, entropy 1.83574, value loss 0.11701, policy loss -0.00589, time 2833.23871 min
Updates 76150, num timesteps 48736640, FPS 286, mean/median reward 29.2/11.0, min/max reward 0.0/148.0, entropy 1.85383, value loss 0.06036, policy loss -0.02718, time 2833.53392 min
Updates 76160, num timesteps 48743040, FPS 286, mean/median reward 27.8/11.0, min/max reward 0.0/142.0, entropy 1.83892, value loss 0.18217, policy loss 0.01344, time 2833.82071 min
Updates 76170, num timesteps 48749440, FPS 286, mean/median reward 28.6/11.0, min/max reward 0.0/142.0, entropy 1.82824, value loss 0.05499, policy loss 0.03118, time 2834.12185 min
Updates 76180, num timesteps 48755840, FPS 286, mean/median reward 29.2/11.0, min/max reward 0.0/142.0, entropy 1.84864, value loss 0.22587, policy loss 0.07750, time 2834.41159 min
Updates 76190, num timesteps 48762240, FPS 286, mean/median reward 29.9/11.0, min/max reward 0.0/142.0, entropy 1.82942, value loss 0.03819, policy loss -0.02241, time 2834.70252 min
Updates 76200, num timesteps 48768640, FPS 286, mean/median reward 30.7/11.0, min/max reward 0.0/142.0, entropy 1.84935, value loss 0.03284, policy loss -0.02723, time 2834.99588 min
Updates 76210, num timesteps 48775040, FPS 286, mean/median reward 33.2/12.0, min/max reward 0.0/142.0, entropy 1.87954, value loss 0.18927, policy loss 0.04140, time 2835.30371 min
Updates 76220, num timesteps 48781440, FPS 286, mean/median reward 35.5/13.0, min/max reward 0.0/142.0, entropy 1.85349, value loss 0.17060, policy loss 0.06630, time 2835.60664 min
Updates 76230, num timesteps 48787840, FPS 286, mean/median reward 36.3/14.0, min/max reward 0.0/142.0, entropy 1.85341, value loss 0.03649, policy loss -0.03789, time 2835.89210 min
Updates 76240, num timesteps 48794240, FPS 286, mean/median reward 36.7/14.0, min/max reward 0.0/142.0, entropy 1.84929, value loss 0.22169, policy loss 0.08423, time 2836.17850 min
Updates 76250, num timesteps 48800640, FPS 286, mean/median reward 37.8/14.0, min/max reward 0.0/142.0, entropy 1.82532, value loss 0.02440, policy loss -0.01690, time 2836.46497 min
Updates 76260, num timesteps 48807040, FPS 286, mean/median reward 39.0/14.0, min/max reward 0.0/142.0, entropy 1.80914, value loss 0.04862, policy loss -0.04048, time 2836.75184 min
Updates 76270, num timesteps 48813440, FPS 286, mean/median reward 39.8/14.0, min/max reward 0.0/142.0, entropy 1.81873, value loss 0.14335, policy loss 0.04271, time 2837.04655 min
Updates 76280, num timesteps 48819840, FPS 286, mean/median reward 38.0/11.0, min/max reward 0.0/141.0, entropy 1.79585, value loss 0.04718, policy loss -0.04934, time 2837.33528 min
Updates 76290, num timesteps 48826240, FPS 286, mean/median reward 40.7/15.0, min/max reward 0.0/146.0, entropy 1.89459, value loss 0.04402, policy loss -0.06478, time 2837.62609 min
Updates 76300, num timesteps 48832640, FPS 286, mean/median reward 40.9/14.0, min/max reward 0.0/146.0, entropy 1.84969, value loss 0.03902, policy loss -0.06346, time 2837.92083 min
Updates 76310, num timesteps 48839040, FPS 286, mean/median reward 40.0/12.0, min/max reward 0.0/146.0, entropy 1.82418, value loss 0.02792, policy loss 0.02408, time 2838.23269 min
Updates 76320, num timesteps 48845440, FPS 286, mean/median reward 40.1/12.0, min/max reward 0.0/146.0, entropy 1.88339, value loss 0.17184, policy loss 0.01992, time 2838.52928 min
Updates 76330, num timesteps 48851840, FPS 286, mean/median reward 40.0/12.0, min/max reward 0.0/147.0, entropy 1.84296, value loss 0.13067, policy loss 0.07735, time 2838.81576 min
Updates 76340, num timesteps 48858240, FPS 286, mean/median reward 42.5/14.0, min/max reward 0.0/147.0, entropy 1.85909, value loss 0.04332, policy loss 0.00395, time 2839.11465 min
Updates 76350, num timesteps 48864640, FPS 286, mean/median reward 41.7/14.0, min/max reward 0.0/147.0, entropy 1.81568, value loss 0.06014, policy loss -0.03718, time 2839.40174 min
Updates 76360, num timesteps 48871040, FPS 286, mean/median reward 39.0/14.0, min/max reward 0.0/147.0, entropy 1.85736, value loss 0.02721, policy loss -0.02017, time 2839.69163 min
Updates 76370, num timesteps 48877440, FPS 286, mean/median reward 37.3/13.0, min/max reward 0.0/147.0, entropy 1.85151, value loss 0.03509, policy loss -0.06987, time 2839.99242 min
Updates 76380, num timesteps 48883840, FPS 286, mean/median reward 35.1/13.0, min/max reward 0.0/147.0, entropy 1.85732, value loss 0.03939, policy loss -0.06399, time 2840.28759 min
Updates 76390, num timesteps 48890240, FPS 286, mean/median reward 37.3/14.0, min/max reward 0.0/147.0, entropy 1.87042, value loss 0.02623, policy loss 0.00767, time 2840.58050 min
Updates 76400, num timesteps 48896640, FPS 286, mean/median reward 36.3/14.0, min/max reward 0.0/147.0, entropy 1.79550, value loss 0.12891, policy loss 0.06166, time 2840.88097 min
Updates 76410, num timesteps 48903040, FPS 286, mean/median reward 37.0/14.0, min/max reward 0.0/147.0, entropy 1.79817, value loss 0.04085, policy loss 0.01077, time 2841.18662 min
Updates 76420, num timesteps 48909440, FPS 286, mean/median reward 37.4/15.0, min/max reward 0.0/147.0, entropy 1.81607, value loss 0.18183, policy loss -0.05985, time 2841.49096 min
Updates 76430, num timesteps 48915840, FPS 286, mean/median reward 38.4/16.0, min/max reward 0.0/147.0, entropy 1.82678, value loss 0.05547, policy loss 0.02370, time 2841.78168 min
Updates 76440, num timesteps 48922240, FPS 286, mean/median reward 40.1/16.0, min/max reward 0.0/147.0, entropy 1.82912, value loss 0.04166, policy loss -0.00530, time 2842.07373 min
Updates 76450, num timesteps 48928640, FPS 286, mean/median reward 38.5/16.0, min/max reward 0.0/143.0, entropy 1.83696, value loss 0.02609, policy loss -0.00972, time 2842.36221 min
Updates 76460, num timesteps 48935040, FPS 286, mean/median reward 37.3/16.0, min/max reward 0.0/143.0, entropy 1.84309, value loss 0.05119, policy loss 0.02231, time 2842.64934 min
Updates 76470, num timesteps 48941440, FPS 286, mean/median reward 35.5/15.0, min/max reward 0.0/143.0, entropy 1.80052, value loss 0.02771, policy loss -0.01050, time 2842.93677 min
Updates 76480, num timesteps 48947840, FPS 286, mean/median reward 36.8/16.0, min/max reward 0.0/144.0, entropy 1.70141, value loss 0.16983, policy loss -0.07303, time 2843.23085 min
Updates 76490, num timesteps 48954240, FPS 286, mean/median reward 36.6/16.0, min/max reward 0.0/144.0, entropy 1.87879, value loss 0.04209, policy loss 0.04094, time 2843.52768 min
Updates 76500, num timesteps 48960640, FPS 286, mean/median reward 36.4/15.0, min/max reward 0.0/144.0, entropy 1.85489, value loss 0.04152, policy loss 0.00307, time 2843.82015 min
Updates 76510, num timesteps 48967040, FPS 286, mean/median reward 37.8/16.0, min/max reward 0.0/148.0, entropy 1.80948, value loss 0.03907, policy loss -0.05068, time 2844.13158 min
Updates 76520, num timesteps 48973440, FPS 286, mean/median reward 38.5/16.0, min/max reward 0.0/148.0, entropy 1.85305, value loss 0.04783, policy loss -0.04419, time 2844.42319 min
Updates 76530, num timesteps 48979840, FPS 286, mean/median reward 39.2/16.0, min/max reward 0.0/148.0, entropy 1.85927, value loss 0.15461, policy loss 0.00105, time 2844.70802 min
Updates 76540, num timesteps 48986240, FPS 286, mean/median reward 39.2/16.0, min/max reward 0.0/148.0, entropy 1.82111, value loss 0.05165, policy loss -0.00722, time 2844.99821 min
Updates 76550, num timesteps 48992640, FPS 286, mean/median reward 38.7/16.0, min/max reward 0.0/148.0, entropy 1.84812, value loss 0.15563, policy loss 0.08921, time 2845.29885 min
Updates 76560, num timesteps 48999040, FPS 286, mean/median reward 38.9/16.0, min/max reward 0.0/148.0, entropy 1.82214, value loss 0.02881, policy loss -0.02428, time 2845.58151 min
Updates 76570, num timesteps 49005440, FPS 286, mean/median reward 36.9/16.0, min/max reward 0.0/148.0, entropy 1.85958, value loss 0.03886, policy loss -0.05660, time 2845.87043 min
Updates 76580, num timesteps 49011840, FPS 287, mean/median reward 37.1/16.0, min/max reward 0.0/148.0, entropy 1.83316, value loss 0.04273, policy loss -0.04942, time 2846.16035 min
Updates 76590, num timesteps 49018240, FPS 287, mean/median reward 35.9/14.0, min/max reward 0.0/148.0, entropy 1.85393, value loss 0.04598, policy loss -0.04542, time 2846.44671 min
Updates 76600, num timesteps 49024640, FPS 287, mean/median reward 35.1/14.0, min/max reward 0.0/148.0, entropy 1.84214, value loss 0.03236, policy loss 0.02345, time 2846.73874 min
Updates 76610, num timesteps 49031040, FPS 287, mean/median reward 34.3/13.0, min/max reward 0.0/148.0, entropy 1.87990, value loss 0.08133, policy loss 0.00980, time 2847.04961 min
Updates 76620, num timesteps 49037440, FPS 287, mean/median reward 33.9/11.0, min/max reward 0.0/148.0, entropy 1.84775, value loss 0.02679, policy loss -0.03309, time 2847.34113 min
Updates 76630, num timesteps 49043840, FPS 287, mean/median reward 33.4/11.0, min/max reward 0.0/148.0, entropy 1.90739, value loss 0.02781, policy loss 0.01438, time 2847.63026 min
Updates 76640, num timesteps 49050240, FPS 287, mean/median reward 32.5/11.0, min/max reward 0.0/148.0, entropy 1.85438, value loss 0.04397, policy loss -0.04369, time 2847.91851 min
Updates 76650, num timesteps 49056640, FPS 287, mean/median reward 32.6/11.0, min/max reward 0.0/148.0, entropy 1.84761, value loss 0.20596, policy loss 0.06087, time 2848.20574 min
Updates 76660, num timesteps 49063040, FPS 287, mean/median reward 31.4/11.0, min/max reward 0.0/148.0, entropy 1.80375, value loss 0.06590, policy loss -0.05322, time 2848.52515 min
Updates 76670, num timesteps 49069440, FPS 287, mean/median reward 30.4/11.0, min/max reward 0.0/148.0, entropy 1.88738, value loss 0.08963, policy loss -0.02819, time 2848.82554 min
Updates 76680, num timesteps 49075840, FPS 287, mean/median reward 30.9/11.0, min/max reward 0.0/148.0, entropy 1.85045, value loss 0.02461, policy loss -0.02739, time 2849.11029 min
Updates 76690, num timesteps 49082240, FPS 287, mean/median reward 31.4/11.0, min/max reward 0.0/148.0, entropy 1.84465, value loss 0.03413, policy loss 0.02899, time 2849.40130 min
Updates 76700, num timesteps 49088640, FPS 287, mean/median reward 32.9/12.0, min/max reward 0.0/148.0, entropy 1.87354, value loss 0.07508, policy loss -0.03452, time 2849.69357 min
Updates 76710, num timesteps 49095040, FPS 287, mean/median reward 32.2/11.0, min/max reward 0.0/148.0, entropy 1.87480, value loss 0.04751, policy loss -0.01328, time 2849.99937 min
Updates 76720, num timesteps 49101440, FPS 287, mean/median reward 32.0/11.0, min/max reward 0.0/148.0, entropy 1.87204, value loss 0.03073, policy loss -0.00706, time 2850.29391 min
Updates 76730, num timesteps 49107840, FPS 287, mean/median reward 31.6/10.0, min/max reward 0.0/148.0, entropy 1.88954, value loss 0.02504, policy loss 0.03004, time 2850.58567 min
Updates 76740, num timesteps 49114240, FPS 287, mean/median reward 29.8/10.0, min/max reward 0.0/143.0, entropy 1.87709, value loss 0.02898, policy loss -0.04324, time 2850.87153 min
Updates 76750, num timesteps 49120640, FPS 287, mean/median reward 29.4/10.0, min/max reward 0.0/143.0, entropy 1.87610, value loss 0.05764, policy loss 0.01921, time 2851.16322 min
Updates 76760, num timesteps 49127040, FPS 287, mean/median reward 30.2/10.0, min/max reward 0.0/139.0, entropy 1.84622, value loss 0.04431, policy loss -0.02374, time 2851.45119 min
Updates 76770, num timesteps 49133440, FPS 287, mean/median reward 30.0/9.0, min/max reward 0.0/142.0, entropy 1.87319, value loss 0.03611, policy loss -0.03207, time 2851.73974 min
Updates 76780, num timesteps 49139840, FPS 287, mean/median reward 28.0/9.0, min/max reward 0.0/142.0, entropy 1.85490, value loss 0.03371, policy loss -0.00830, time 2852.04546 min
Updates 76790, num timesteps 49146240, FPS 287, mean/median reward 28.4/9.0, min/max reward 0.0/142.0, entropy 1.81808, value loss 0.10857, policy loss 0.04383, time 2852.33112 min
Updates 76800, num timesteps 49152640, FPS 287, mean/median reward 29.2/9.0, min/max reward 0.0/142.0, entropy 1.83037, value loss 0.09628, policy loss -0.01180, time 2852.62800 min
Updates 76810, num timesteps 49159040, FPS 287, mean/median reward 29.1/9.0, min/max reward 0.0/142.0, entropy 1.85544, value loss 0.05511, policy loss -0.02026, time 2852.93579 min
Updates 76820, num timesteps 49165440, FPS 287, mean/median reward 29.6/10.0, min/max reward 0.0/142.0, entropy 1.84903, value loss 0.06995, policy loss -0.02851, time 2853.22613 min
